Id,Price
4567,172965.311328125
5925,120248.499375
960,153521.858515625
3848,164072.468203125
746,185731.841015625
868,388140.36734375
672,101382.128203125
2471,215955.21359375
4510,122646.12875
8354,263203.398984375
6393,177405.516328125
13270,229977.69078125
5250,271493.3771875
16751,170695.467890625
11404,130026.659609375
10588,302475.977890625
14925,196868.18296875
6791,253390.8690625
16097,189722.98390625
16428,373662.395
6945,358773.2621875
3190,192721.334296875
15709,463202.291875
13155,167551.211875
7675,198642.4251953125
14686,231888.53421875
609,163539.185859375
11155,146483.523203125
10869,206916.2225
15742,191194.339921875
9245,189823.453046875
3340,188492.876015625
2359,285681.944375
8070,212707.516796875
13707,133194.033984375
16079,298083.97
15937,302766.99828125
14090,159485.720234375
9008,192805.062890625
16384,191670.672578125
11657,269349.034921875
13151,141779.13515625
8990,180713.2215625
11857,187901.55703125
1565,163491.04859375
8174,118961.329375
9247,259958.4834375
10478,213750.1221875
15509,152255.27578125
8306,196474.24046875
6642,183953.532265625
7472,236247.475390625
15989,121178.243125
13682,121350.805234375
163,274680.833046875
7076,195049.540234375
7478,334711.387109375
3029,191265.79609375
1814,146883.7753125
10057,130844.496328125
15100,200758.326796875
12694,229500.28421875
6291,180205.23578125
12603,186529.868515625
3218,277555.918515625
13456,121823.761953125
10170,225909.993203125
4530,144243.57859375
13329,175224.88828125
4820,150586.347109375
10896,172531.59453125
13416,114570.0859375
2701,238007.79125
11265,323603.820625
9189,280384.303828125
1858,153307.858515625
14536,244701.586640625
6199,280540.7540625
14730,153672.4928125
7510,261596.331796875
15505,158074.811484375
7446,186209.65484375
14016,195944.65921875
14113,116431.2359375
8721,310810.83328125
6193,287328.947421875
5717,176370.74390625
5427,318495.396015625
9520,485196.045
6869,122484.81125
1658,142322.523046875
6639,216246.541640625
6283,190026.959375
6257,123288.348515625
15235,180375.40109375
902,235728.248359375
8932,208860.33328125
16469,318925.966953125
2825,296857.738046875
6450,442352.9690625
11366,175182.5884375
3801,355304.440078125
11385,197859.305234375
1079,205933.45046875
3202,299628.362421875
676,210612.553984375
6185,275071.493125
7730,160809.2084375
2573,204315.68609375
10978,204946.1603125
10962,261592.129453125
8870,206722.78421875
8496,171316.695859375
5517,178870.679453125
927,188737.207578125
13675,198303.680625
1499,227267.74140625
15536,324428.28328125
8602,338964.427734375
12137,435536.4775
9865,264619.748671875
16353,288049.99984375
15908,216356.987578125
3944,185744.79078125
10359,207945.035546875
15158,227996.985078125
3259,265713.317734375
7220,326096.266640625
13843,219829.22125
16736,184015.507734375
702,248182.088828125
16401,122034.62234375
12134,196471.81296875
6918,198087.918125
11792,135040.051640625
3798,153366.02375
10395,135278.814609375
11099,121782.1909375
7090,204038.439375
11260,200514.228203125
9647,204124.477109375
2903,363548.033515625
2071,185466.2434375
8604,199056.2455078125
9346,202960.07765625
3945,219349.950859375
3420,138174.85546875
10842,133712.63578125
725,163127.715703125
13931,198470.86734375
16330,243550.1371875
9066,403783.20875
3326,304074.79203125
1556,276510.4878125
6579,105511.53484375
13877,151089.325703125
9857,363047.3475
7302,259986.282265625
5684,189720.83828125
6513,215688.206875
11342,119340.2484375
16561,247154.06375
6885,180870.946484375
9308,185515.204140625
2559,187366.404375
6648,179101.55203125
15260,173945.588203125
5113,183930.606015625
16492,198071.103203125
12034,283799.81875
7248,209694.23859375
2171,211856.79359375
10594,181885.19390625
13241,167373.6346875
7032,144917.48734375
4884,148199.992421875
903,236116.818359375
162,166252.490546875
6566,221656.09625
8249,113209.6821875
13106,198654.333828125
256,127711.672578125
7976,187834.195546875
8575,179779.7509375
7591,289861.30671875
3204,226213.17484375
15804,186518.760234375
1525,330925.9390625
9038,203625.09921875
13628,202741.45453125
10016,207967.84484375
10208,235972.693046875
2008,194086.285859375
13029,212201.199609375
5099,127575.65640625
9923,314961.454609375
9461,136026.58625
11086,177389.255625
15057,226982.808203125
10689,186254.535546875
2053,227901.32015625
16630,165024.89171875
4985,179189.46390625
13881,292314.545546875
13225,197591.82859375
5779,66528.2487109375
10262,204907.7025
10762,233266.48296875
9513,199412.134296875
11128,171937.9328125
2074,308478.6728125
933,205301.155
2780,175052.92734375
6594,107501.906328125
15394,275409.67125
14863,143568.4925
6698,216605.274296875
1611,272229.2687109375
174,189314.265546875
5160,229619.00421875
3295,359982.86703125
4559,387205.225
8254,173459.508671875
10228,100778.800234375
13924,131597.019140625
15341,254344.002109375
4353,175848.444375
4334,67238.7373828125
1872,148136.039296875
7823,185223.746015625
310,156299.50421875
3704,269594.56390625
11615,268754.254453125
6605,191249.08703125
3381,193931.76984375
2143,143104.73359375
3191,259554.23609375
13980,146944.165703125
15613,159720.726328125
10943,286351.24546875
9654,167757.5103125
16053,491614.66265625
14931,235348.729140625
8299,213948.21265625
2147,174880.260546875
11567,392466.836328125
5905,127362.06609375
11160,125303.32671875
8275,143513.67546875
16398,261545.73203125
11229,187113.2498046875
10309,164527.648828125
7340,270671.662109375
7653,153312.047734375
272,208185.181796875
9831,229454.991484375
5016,154742.15671875
5968,70510.6428125
796,242860.88
12123,126698.17859375
16629,201607.760625
2637,169527.309140625
6194,221937.41078125
6216,478024.7321875
14346,165058.622734375
6428,136203.996640625
2891,276322.01375
84,176124.720625
9260,208987.57765625
15250,133112.87515625
2348,205491.054453125
10427,288014.262734375
13230,272798.65328125
1691,187500.46421875
8803,123214.940546875
5464,210421.018671875
10559,114248.920390625
16787,302927.395625
4278,164155.3896875
6183,174074.547109375
12775,169176.67578125
10104,168419.139453125
13663,178896.022890625
9404,244956.566875
14724,210717.978828125
10040,176494.800625
4646,194391.716875
4754,155390.24453125
3310,223145.368359375
2003,184743.804609375
7312,270551.046171875
10921,227317.1865625
13419,287366.9571875
10105,170835.642890625
2196,394334.51015625
12659,240377.05921875
4380,243746.440859375
10847,161774.294765625
10805,278054.6296875
8709,93664.9746875
8319,198037.509765625
2215,182337.202578125
7000,182991.53890625
7701,104947.53703125
9678,203992.63578125
14026,216048.024453125
7971,163633.6275
13734,139970.16109375
16483,183237.2609375
6150,211646.674140625
2931,280964.3184375
5418,192242.084453125
1662,508184.7890625
2441,221183.6040625
669,135280.8821875
7734,174580.59078125
6010,235391.843828125
266,136468.8309375
632,135678.34625
16221,105092.3371875
11832,172980.62796875
5035,116543.233515625
37,115116.13734375
6168,181627.390078125
11757,178893.83671875
8086,157497.081796875
6529,215430.370625
15121,201253.20328125
13904,140693.82640625
3711,163718.478671875
16563,128691.75984375
14494,176312.64046875
3006,213701.8453125
15299,133341.953046875
92,285043.6646875
8066,178760.038828125
16071,205817.04765625
10662,143077.645390625
3883,225222.923046875
5511,142316.72421875
2821,271905.183515625
9570,183591.12203125
4326,261247.476796875
9251,223805.38703125
9031,186845.496875
12689,170486.353125
16380,265887.7371875
1053,213304.76515625
4568,197567.74828125
16140,119626.763515625
14356,423279.4109375
8466,186390.69921875
15652,140289.22375
3285,123132.211796875
3198,167093.13890625
14088,326351.0584375
2268,154126.965859375
15472,208670.73203125
1203,262379.634921875
7157,316008.33296875
6886,187487.502109375
5083,252928.860859375
7467,116703.359453125
14068,213603.254921875
2080,172476.94484375
10865,165697.420546875
13516,178797.5846875
14150,217146.136875
7609,111267.55515625
2144,327894.29421875
10357,201604.91
2396,270136.197890625
1526,261681.809140625
10890,231872.499921875
8638,417978.2546875
6050,256198.7709375
7639,115083.60265625
10544,182028.478125
9577,231577.605
13195,215231.34484375
3484,219067.419375
16668,383347.215
7171,200041.919375
8547,208806.085390625
12735,202412.7984375
9093,200516.703984375
15323,261468.32734375
14897,139897.3075
5135,143274.863828125
5327,232395.4328125
13133,268868.78203125
1676,357993.05015625
16296,293616.0175
1095,149656.88375
12528,156185.691328125
7348,276903.788125
11663,167512.33421875
1803,216260.14203125
1510,245644.2565625
16045,193856.62453125
2900,142796.08828125
3236,179149.858984375
1318,209493.1425
14948,225017.58875
7840,289179.58796875
15325,178118.451640625
8700,151813.0840625
15706,192377.993046875
14449,144277.37875
16117,188245.6103125
4529,182938.4971875
11199,185954.88015625
4052,343675.897265625
821,209566.569375
68,270713.1690625
554,110764.236171875
452,181033.758203125
11394,309616.9144140625
11393,168277.033046875
9535,172957.555
4024,176323.5375
10069,209444.83703125
12007,137080.969453125
12368,403871.07921875
1259,344635.65875
1124,313555.123203125
3707,184899.3265625
8767,166597.92328125
1919,152292.183515625
16741,150796.58078125
6664,296023.69875
5688,344751.288671875
7799,156165.288359375
14843,364434.1346875
7532,166788.279765625
8133,154328.4621875
6264,338596.5684375
4125,168474.2821875
2410,163507.618828125
13607,205765.25984375
1716,267183.090625
1370,135256.9771875
2273,315140.716640625
15298,327057.597421875
4284,255671.356015625
12303,152395.64109375
7808,139500.430390625
2203,147641.765859375
7237,125735.581015625
15864,168710.7703125
2844,153113.172265625
5729,147604.087578125
11812,369217.8884375
1779,133703.294453125
6442,141672.023359375
6160,225531.368046875
8266,206597.31125
9903,160771.48921875
2867,135936.10765625
6998,180773.329921875
13932,187363.463046875
12587,166828.4203125
3611,231153.370078125
2646,287823.3634375
1890,151736.071484375
860,234525.2878125
14187,198468.066484375
12569,258856.671875
1276,92476.3881640625
12025,218866.835
4890,330658.79515625
14410,298337.69015625
10352,234631.069609375
11407,257669.6946875
10384,176059.20171875
7622,287501.86453125
12578,182323.2446875
15820,184950.286953125
563,195412.242734375
15226,173342.942265625
6396,214196.22984375
6247,142245.0140625
3339,151943.101953125
10975,255088.691328125
7475,101345.1728125
11129,166582.6684375
3051,258322.354375
10232,233907.0635546875
14106,204595.826484375
5502,237035.3303125
4558,70180.248671875
4181,144124.31015625
8426,132450.635703125
6611,151347.958046875
14641,149310.45453125
15539,270499.81484375
13119,145145.47875
11716,188735.552578125
7316,265128.18
7791,120904.29171875
13034,302297.431328125
1068,284255.5546875
4060,177854.56015625
10172,208458.5840625
2591,178960.583125
12494,357768.57640625
7828,352426.6553125
15284,171173.72765625
7947,163722.34796875
16335,222945.18703125
10234,359990.0265625
2797,261348.910390625
5341,240275.903984375
3059,297639.996875
1559,67748.0400390625
15320,283366.828359375
10284,356573.999765625
4134,228954.039375
4481,231706.715859375
7222,170185.97828125
4062,215194.5384375
2192,187580.3390625
9637,198533.63015625
16236,170041.195078125
4272,165370.78953125
9406,281074.46203125
14309,221149.223671875
1946,268995.0359375
16235,232872.20921875
7146,175228.3759375
16784,227697.6455859375
349,330297.9996875
6251,173970.4396875
5128,367911.937890625
11718,180573.074375
16721,84664.86140625
12517,201099.300625
15961,201482.869375
9428,154499.106875
14541,140203.351953125
10168,128927.91515625
11270,169299.61703125
13210,219910.470234375
11518,182142.759921875
12612,177859.37390625
16352,111037.2361328125
9935,153962.35875
15521,315017.967109375
11482,186239.91296875
11443,160732.85046875
9459,249176.507578125
9218,195769.535234375
854,135498.1471875
5619,152492.584765625
9208,185042.9371875
4391,141571.1446875
15207,149854.134921875
7183,191219.201875
16442,223592.731015625
7936,85376.5659375
10606,290193.678046875
4979,160726.22328125
4854,273580.051875
16476,121953.831953125
10516,160543.486484375
16261,282203.88703125
90,325797.806328125
5433,180813.49625
14338,138610.624453125
13487,255432.076640625
8211,471523.0034375
170,145617.987890625
14051,123862.93
10686,202086.74921875
7595,315348.655703125
6777,314016.061640625
14661,198706.09375
13991,277959.927734375
16795,176051.4621875
2740,136087.67328125
7368,375326.76421875
2413,256086.79078125
1852,473872.4378125
15200,329490.0221875
8467,328760.95171875
16379,267414.973046875
3375,179291.955078125
5945,477632.8925
2641,185931.110625
2837,288559.93125
3498,205298.43765625
10876,151083.01609375
1285,235447.87828125
9285,250912.93
4015,360882.6915625
2526,174872.7484375
7814,192021.948125
7117,267403.316796875
12359,133170.4625
3303,248790.577109375
13874,189551.3275
5484,202755.613359375
15067,150833.66046875
12639,219948.498515625
3388,203157.7260546875
4256,201844.91078125
15738,201126.11984375
14049,156692.20015625
15780,189048.996171875
9564,176502.40953125
